transaction_id,customer_id,merchant_id,timestamp,amount,channel,txn_country,home_country,amount_zscore,velocity_1h,flag_zscore_anomaly,iso_forest_score,is_fraud,fraud_type
2ea15bd9-1726-4d37-9d03-dd895ad78c89,CUST000000,MERCH00230,2024-05-17 09:57:00,391.66,card_present,PL,FR,10.0,0.0,1,0,False,
351ca00b-cc77-46b8-a2ad-3a4a28fed8dc,CUST000000,MERCH00126,2024-07-27 00:02:00,61.67,online,PL,FR,-0.3290570780295381,0.0,0,1,False,
1ebf32f4-1400-4ef7-a494-d0a43c6b5c6c,CUST000001,,2024-04-30 10:09:00,113.84,wire_transfer,IT,IT,7.041649839220552,0.0,1,0,False,
a62d28df-31f4-4c68-af4f-74eebfe48c78,CUST000001,MERCH00401,2024-05-15 14:48:00,145.71,card_not_present,IT,IT,3.5667681721222158,0.0,1,0,False,
5eba4b98-0fd9-415d-8336-685f41524659,CUST000001,MERCH00252,2024-09-08 18:13:00,158.35,online,IT,IT,3.99303197430781,0.0,1,0,False,
38ee12eb-712a-45f7-8498-099618180ce4,CUST000001,MERCH00147,2024-10-19 18:50:00,41.84,card_present,IT,IT,-0.4536349628641966,1.0,0,1,False,
25c16200-2b7d-4dfa-a72f-32bc8209c2a5,CUST000001,MERCH00374,2024-11-05 04:34:00,157.7,online,IT,IT,3.75014494749744,0.0,1,0,False,
d635e531-f3a0-4735-a85d-75b9eff77c77,CUST000001,MERCH00034,2025-02-06 01:46:00,12.74,card_present,IT,IT,-1.539764241448873,0.0,0,1,False,
0f3c38ba-cc40-4281-af09-31b6f15983e0,CUST000001,MERCH00389,2025-07-15 22:12:00,213.5,card_not_present,ES,IT,5.737425750204398,0.0,1,0,False,
eaaef55d-4cce-40fd-a151-f3e5c52a89af,CUST000002,MERCH00003,2025-05-17 09:10:00,333.56,card_present,PL,PL,3.001796301349133,0.0,1,0,False,
0dd078db-94ba-4736-b84d-174407438ec7,CUST000003,MERCH00409,2024-04-30 11:36:00,265.78,card_not_present,ES,ES,3.357082155361161,0.0,1,0,False,
2c0dd889-cfba-40f7-b343-e9ea70d5d9ad,CUST000003,MERCH00193,2024-10-14 19:52:00,331.05,card_present,ES,ES,3.7391182877938633,0.0,1,0,False,
e8f2f869-6477-4730-8898-e348fc6b8503,CUST000003,MERCH00028,2024-11-02 09:47:00,337.41,card_present,ES,ES,3.501442175025064,0.0,1,0,False,
83d144a4-40f1-4042-8ec5-63ef34b06228,CUST000003,MERCH00308,2025-01-25 05:57:00,343.96,atm_withdrawal,ES,ES,3.354876296012852,0.0,1,1,False,
c8362950-7344-45eb-853f-d937fa015fed,CUST000003,MERCH00136,2025-03-21 05:15:00,286.72,online,DE,ES,2.3293848329153533,0.0,0,1,False,
f45a7918-b26b-4d23-92a0-dfbe9fd1a2de,CUST000003,MERCH00016,2025-08-08 19:53:00,458.89,card_not_present,IE,ES,4.736376407033546,0.0,1,0,False,
992eae54-29e9-4fba-b7f6-804b4e55e48c,CUST000004,MERCH00232,2025-05-10 13:38:00,220.35,card_present,FR,FR,4.639699055550024,0.0,1,0,False,
a979dddd-64ce-4e52-bbc8-2039567df1b9,CUST000006,MERCH00427,2024-08-15 10:00:00,325.17,card_not_present,IT,DE,5.208311745270303,0.0,1,0,False,
92d027a3-aad4-4289-b87a-dd1362ba2312,CUST000006,,2024-09-09 17:08:00,334.62,wire_transfer,DE,DE,3.220256690858827,0.0,1,0,False,
475d07ee-6d27-481b-b6a6-c5f179399f64,CUST000006,MERCH00377,2024-10-09 13:58:00,519.52,card_present,FR,DE,5.019349774064105,0.0,1,0,False,
5b854706-bf48-48d9-85e4-7de7b94b2ba6,CUST000006,MERCH00406,2024-12-25 05:55:00,360.0,card_present,SE,DE,2.306834733536794,0.0,0,1,False,
e277db6c-247e-4f40-b909-4ed29d77dc0a,CUST000006,MERCH00263,2025-05-16 17:05:00,505.98,card_present,DE,DE,3.8850144132220903,0.0,1,0,False,
ac61dfe9-45cf-4a31-8236-f5340d3a73f4,CUST000006,MERCH00160,2025-05-24 16:32:00,478.3,card_not_present,DE,DE,3.2047479506659418,0.0,1,0,False,
8533e255-ca18-4c2f-98d6-d49b24821ebb,CUST000008,MERCH00426,2024-05-15 03:40:00,320.94,card_not_present,FR,FR,3.319786475877107,0.0,1,1,False,
